2330858.00,166907.00,0,21.00,37.00,166907.00,0
2330888.00,166908.00,0,13.00,14.00,166908.00,0
2330918.00,166909.00,0,5.00,26.00,166909.00,0
2330947.00,166910.00,0,21.00,28.00,166910.00,0
2330977.00,166911.00,0,12.00,26.00,166911.00,0
2331007.00,166912.00,0,1.00,46.00,166912.00,0
2331036.00,167001.00,0,13.00,26.00,167001.00,0
2331065.00,167002.00,0,23.00,46.00,167002.00,0
2331095.00,167002.00,1,9.00,16.00,167002.00,1
2331124.00,167003.00,0,18.00,19.00,167003.00,0
2331154.00,167004.00,0,3.00,24.00,167004.00,0
2331183.00,167005.00,0,13.00,10.00,167005.00,0
2331213.00,167006.00,0,0.00,25.00,167006.00,0
2331242.00,167007.00,0,13.00,53.00,167007.00,0
2331272.00,167008.00,0,5.00,46.00,167008.00,0
2331301.00,167009.00,0,23.00,28.00,167009.00,0
2331331.00,167010.00,0,17.00,33.00,167010.00,0
2331361.00,167011.00,0,10.00,33.00,167011.00,0
2331391.00,167012.00,0,1.00,39.00,167012.00,0
2331420.00,167101.00,0,14.00,38.00,167101.00,0
2331450.00,167102.00,0,1.00,38.00,167102.00,0
2331479.00,167103.00,0,10.00,54.00,167103.00,0
2331508.00,167104.00,0,18.00,51.00,167104.00,0
2331538.00,167105.00,0,2.00,14.00,167105.00,0
2331567.00,167106.00,0,10.00,9.00,167106.00,0
2331596.00,167107.00,0,19.00,48.00,167107.00,0
2331626.00,167108.00,0,8.00,8.00,167108.00,0
2331655.00,167109.00,0,23.00,30.00,167109.00,0
2331685.00,167110.00,0,17.00,18.00,167110.00,0
2331715.00,167111.00,0,12.00,15.00,167111.00,0
2331745.00,167112.00,0,6.00,56.00,167112.00,0
2331775.00,167201.00,0,0.00,3.00,167201.00,0
2331804.00,167202.00,0,14.00,44.00,167202.00,0
2331834.00,167203.00,0,2.00,34.00,167203.00,0
2331863.00,167204.00,0,11.00,46.00,167204.00,0
2331892.00,167205.00,0,19.00,6.00,167205.00,0
2331922.00,167206.00,0,1.00,43.00,167206.00,0
2331951.00,167207.00,0,8.00,51.00,167207.00,0
2331980.00,167207.00,1,17.00,37.00,167207.00,1
2332010.00,167208.00,0,4.00,49.00,167208.00,0
2332039.00,167209.00,0,18.00,50.00,167209.00,0
2332069.00,167210.00,0,11.00,36.00,167210.00,0
2332099.00,167211.00,0,6.00,29.00,167211.00,0
2332129.00,167212.00,0,2.00,11.00,167212.00,0
2332158.00,167301.00,0,20.00,51.00,167301.00,0
2332188.00,167302.00,0,12.00,50.00,167302.00,0
2332218.00,167303.00,0,1.00,29.00,167303.00,0
2332247.00,167304.00,0,11.00,9.00,167304.00,0
2332276.00,167305.00,0,18.00,54.00,167305.00,0
2332306.00,167306.00,0,1.00,52.00,167306.00,0
2332335.00,167307.00,0,9.00,5.00,167307.00,0
2332364.00,167308.00,0,17.00,23.00,167308.00,0
2332394.00,167309.00,0,3.00,27.00,167309.00,0
2332423.00,167310.00,0,15.00,57.00,167310.00,0
2332453.00,167311.00,0,7.00,20.00,167311.00,0
2332483.00,167312.00,0,1.00,24.00,167312.00,0
2332512.00,167401.00,0,20.00,51.00,167401.00,0
2332542.00,167402.00,0,15.00,44.00,167402.00,0
2332572.00,167403.00,0,8.00,21.00,167403.00,0
2332601.00,167404.00,0,22.00,2.00,167404.00,0
